SuburbClass,Rooms,Bathroom,Distance,Latitude,Longitude,BuildingArea,Landsize,HouseAgeType_historic,HouseAgeType_modern
3,5,2.0,10.6,-37.7539,145.0577,222.0,580.0,1,0
3,3,1.0,12.9,-37.68641,144.89826000000005,136.0,552.0,0,1
3,4,3.0,23.2,-37.8543,145.25253,155.0,304.0,0,1
3,3,1.0,22.2,-37.88953,145.22056,116.0,724.0,0,1
1,2,1.0,7.2,-37.88351,144.99202,80.0,795.0,0,1
3,3,1.0,29.8,-37.69467,144.57827,115.0,611.0,0,1
3,4,2.0,8.4,-37.8439,144.8733,235.0,480.0,1,0
3,4,2.0,14.7,-37.8914,144.72014,190.0,448.0,0,1
3,3,1.0,23.2,-37.84291,145.25545,94.0,424.0,0,1
1,3,1.0,4.5,-37.7729,144.9722,122.0,279.0,1,0
1,4,2.0,11.2,-37.8956,145.0026,135.0,615.0,1,0
3,3,2.0,15.0,-37.72,145.1014,232.0,587.0,0,1
3,3,2.0,34.9,-38.09111,145.19083999999995,125.0,509.0,0,1
3,3,1.0,18.4,-37.88531,144.68431,112.0,538.0,0,1
1,3,2.0,2.5,-37.8024,144.9993,210.0,245.0,1,0
1,2,1.0,5.2,-37.7611,144.966,87.0,152.0,1,0
3,3,2.0,10.5,-37.7607,144.8581,103.0,593.0,0,1
3,3,1.0,14.0,-37.73789,144.78734,130.0,606.0,0,1
3,2,1.0,9.9,-37.7186,144.9306,109.0,169.0,0,1
3,4,2.0,23.2,-37.854,145.2565,141.0,765.0,0,1
1,3,2.0,7.2,-37.88148,145.00538999999995,165.0,458.0,1,0
1,3,2.0,11.2,-37.8723,145.0387,196.0,711.0,1,0
3,3,1.0,17.9,-37.96911,145.07271,112.0,584.0,1,0
3,2,1.0,6.2,-37.83162,144.88742,100.6,174.0,1,0
3,3,1.0,14.7,-37.90111,144.63302,109.0,530.0,0,1
3,4,2.0,21.3,-37.80103,145.25368,112.0,650.0,1,0
3,2,1.0,10.6,-37.7519,145.0687,69.0,132.0,0,1
1,2,1.0,7.5,-37.7545,144.91194,122.0,337.0,1,0
1,3,2.0,13.0,-37.8937,145.0779,154.0,360.0,0,1
1,2,1.0,16.7,-37.89919,145.14856,120.0,345.0,0,1
1,4,3.0,10.3,-37.7615,145.0705,290.0,723.0,1,0
3,4,1.0,14.0,-37.67641,144.91435,115.0,752.0,1,0
3,3,1.0,7.8,-37.735,144.9581,125.0,372.0,1,0
3,3,2.0,14.5,-37.9431,145.0267,140.0,393.0,1,0
3,3,1.0,16.2,-37.72089,145.11987,138.0,575.0,0,1
3,3,2.0,16.3,-37.67323,145.03976,121.0,534.0,0,1
1,5,4.0,6.4,-37.775,145.0268,165.0,809.0,1,0
3,3,1.0,13.5,-37.8017,144.8258,119.0,573.0,0,1
3,3,1.0,12.6,-37.7956,144.8292,105.0,535.0,0,1
1,3,1.0,11.4,-37.90491,145.04568,134.0,401.0,1,0
3,3,2.0,16.2,-37.72857,145.12728,128.0,382.0,0,1
3,4,3.0,13.8,-37.7419,145.083,163.0,669.0,1,0
3,8,2.0,8.4,-37.8385,144.8824,190.0,663.0,1,0
1,3,1.0,6.9,-37.7704,144.9083,136.0,307.0,1,0
1,4,2.0,13.9,-37.794,145.1178,176.0,336.0,0,1
1,2,1.0,13.9,-37.7887,145.1436,68.0,67.0,0,1
3,3,1.0,9.2,-37.7351,144.9833,95.0,407.0,1,0
3,3,1.0,10.4,-37.7415,144.88923,150.0,646.0,1,0
1,4,2.0,9.2,-37.8025,145.0843,254.0,619.0,0,1
1,5,2.0,5.6,-37.8064,145.0608,281.0,674.0,1,0
3,3,2.0,11.2,-37.7449,144.8869,140.0,317.0,1,0
3,3,1.0,18.4,-37.87016,144.70606,121.84,537.0,0,1
3,5,2.0,7.0,-37.8131,144.8778,213.0,488.0,1,0
1,4,1.0,14.2,-37.86118,145.11506,145.0,731.0,0,1
1,3,1.0,5.2,-37.7611,144.9622,111.0,55.0,0,1
1,2,1.0,5.2,-37.75697,144.95543,109.0,240.0,0,1
3,3,1.0,21.5,-38.01908,145.09702,91.0,292.0,1,0
1,3,2.0,11.2,-37.8695,145.05,201.0,234.0,0,1
1,4,2.0,13.8,-37.7639,145.1145,199.0,654.0,0,1
3,5,2.0,12.9,-37.68329,144.89302,221.0,551.0,0,1
3,2,1.0,13.0,-37.7072,144.9252,100.0,164.0,0,1
3,3,1.0,7.0,-37.8119,144.868,128.0,558.0,1,0
3,3,2.0,6.4,-37.7987,144.8807,102.0,102.0,0,1
1,3,2.0,7.5,-37.8255,145.0481,185.0,185.0,0,1
3,3,2.0,7.8,-37.7546,144.9713,164.0,255.0,0,1
1,3,2.0,11.8,-37.8192,145.111,152.0,255.0,0,1
3,3,1.0,9.9,-37.734,144.9416,141.0,50.0,1,0
3,4,3.0,13.6,-37.8801,145.1051,158.0,288.0,0,1
1,3,2.0,5.3,-37.7813,144.9371,153.0,337.0,1,0
3,1,1.0,6.4,-37.7903,144.8899,70.0,59.0,0,1
1,2,1.0,3.3,-37.8421,144.9876,94.0,225.0,1,0
1,3,1.0,11.2,-37.8204,145.0887,128.0,441.0,1,0
3,3,1.0,14.0,-37.74845,144.8144,138.0,539.0,1,0
3,3,1.0,7.7,-37.8297,144.8752,120.0,221.0,0,1
3,3,2.0,13.6,-37.7039,144.8986,168.0,277.0,0,1
3,3,2.0,14.6,-37.9429,145.0474,107.0,261.0,0,1
1,4,2.0,3.2,-37.7816,144.9714,142.0,538.0,0,1
1,1,1.0,5.2,-37.7661,144.9614,114.0,82.0,1,0
1,3,2.0,6.9,-37.7682,144.9058,143.0,271.0,1,0
3,3,2.0,13.9,-37.7792,144.8117,102.0,605.0,0,1
3,5,1.0,13.0,-37.6979,144.941,152.0,227.0,0,1
3,4,2.0,15.5,-37.9212,145.09125,196.0,771.0,0,1
3,3,1.0,14.5,-37.6885,144.9092,121.0,610.0,1,0
3,3,1.0,9.9,-37.7156,144.94299999999996,111.0,557.0,1,0
1,3,2.0,1.9,-37.83631,144.95536,137.0,81.0,0,1
1,2,1.0,5.6,-37.7995,145.0418,89.0,424.0,1,0
1,3,1.0,7.8,-37.77212,145.05813,158.0,617.0,1,0
1,2,1.0,7.7,-37.8778,144.9904,92.0,163.0,1,0
1,3,2.0,4.0,-37.77289,144.97503,190.0,161.0,1,0
3,4,1.0,6.4,-37.80774,144.88251,118.0,276.0,1,0
1,2,1.0,6.5,-37.7536,144.9825,95.0,164.0,0,1
3,3,2.0,4.3,-37.77449,144.88011,132.0,91.0,0,1
3,4,2.0,12.9,-37.68269,144.88601,160.0,561.0,0,1
1,3,2.0,6.9,-37.7609,144.905,203.0,596.0,1,0
3,3,1.0,7.8,-37.7462,144.9795,113.76,120.0,0,1
3,2,2.0,7.4,-37.8813,144.9964,111.0,66.0,0,1
3,3,1.0,8.8,-37.73704,145.03697,109.0,429.0,1,0
1,3,2.0,7.7,-37.84627,145.08366,195.0964,321.0,0,1
3,3,1.0,18.0,-37.73209,145.13845,104.0,654.0,0,1
3,3,1.0,13.0,-37.6979,144.9335,144.0,640.0,1,0
3,3,1.0,12.6,-37.7836,144.8408,107.0,631.0,1,0
3,3,2.0,7.0,-37.8227,144.8955,126.0,390.0,0,1
3,3,2.0,13.5,-37.727,144.887,133.0,165.0,0,1
1,3,1.0,4.6,-37.8172,145.0243,103.0,199.0,1,0
3,4,2.0,12.9,-37.69953,144.89941000000005,212.0,462.0,0,1
1,4,3.0,10.1,-37.89334,145.05463,223.0,326.0,0,1
1,3,2.0,2.1,-37.79714,144.97596,200.0,60.0,1,0
3,3,1.0,17.4,-37.65905,144.92347,105.0,572.0,0,1
1,3,2.0,11.2,-37.866,145.0549,135.0,216.0,0,1
3,3,2.0,4.3,-37.77413,144.87533,204.0,352.0,0,1
1,3,2.0,9.7,-37.7302,144.9167,127.0,254.0,0,1
3,2,1.0,8.2,-37.7933,144.876,98.0,444.0,1,0
1,4,2.0,10.7,-37.9187,145.0071,177.0,603.0,1,0
1,4,1.0,5.3,-37.7631,144.99884,161.0,318.0,1,0
3,4,2.0,6.4,-37.7983,144.8911,161.0,154.0,0,1
1,4,2.0,16.0,-37.94633,145.04947,183.0,304.0,0,1
3,2,1.0,8.2,-37.7388,144.89983999999995,63.4,92.0,0,1
3,3,1.0,15.4,-37.80827,145.17885,143.0,598.0,1,0
3,3,1.0,13.5,-37.8018,144.8246,114.0,367.0,0,1
3,2,1.0,5.1,-37.8071,144.88912,94.0,207.0,1,0
3,3,2.0,20.6,-37.5993,144.93867,158.0,598.0,0,1
1,4,2.0,12.1,-37.906,145.07399999999996,178.0,557.0,1,0
3,3,2.0,22.2,-37.98146,145.11715,185.0,251.0,0,1
3,4,2.0,8.2,-37.7926,144.8639,149.0,390.0,1,0
3,2,1.0,12.0,-37.71045,145.0018,120.0,243.0,0,1
1,4,3.0,9.2,-37.7889,145.0904,232.0,665.0,0,1
1,4,2.0,9.0,-37.8266,145.072,276.0,796.0,0,1
3,3,2.0,20.0,-37.98329,145.0918,132.0,535.0,0,1
1,4,2.0,7.5,-37.8204,145.0516,220.0,556.0,1,0
3,3,1.0,12.4,-37.6989,144.9779,120.0,528.0,0,1
3,5,3.0,12.1,-37.68591,145.07825,179.0,659.0,0,1
3,3,2.0,31.7,-37.58196,144.71066000000005,138.0,664.0,0,1
3,3,1.0,8.4,-37.74739,145.00933999999995,123.0,263.0,0,1
1,4,2.0,11.2,-37.8286,145.092,272.0,734.0,1,0
3,5,2.0,15.5,-37.69496,144.79511000000005,230.0,663.0,0,1
1,3,1.0,5.9,-37.7762,144.9174,175.0,452.0,1,0
3,3,1.0,13.0,-37.7019,144.9225,116.0,657.0,1,0
1,2,1.0,3.4,-37.7919,144.9884,97.0,140.0,1,0
1,3,2.0,13.9,-37.781,145.1036,173.0,819.0,0,1
1,2,2.0,2.4,-37.81443,144.99079,123.0,180.0,1,0
3,3,2.0,18.4,-37.87498,144.69617,136.0,557.0,0,1
3,3,2.0,11.2,-37.738,144.8865,139.0,297.0,1,0
3,3,1.0,6.4,-37.7975,144.8894,115.0,265.0,1,0
1,2,1.0,1.6,-37.7941,144.98,110.0,157.0,1,0
1,2,1.0,2.6,-37.7939,144.9572,102.0,187.0,1,0
1,3,1.0,5.6,-37.8021,145.0391,130.0,298.0,1,0
3,3,2.0,10.4,-37.71917,144.87819,212.0,300.0,0,1
3,3,2.0,11.2,-37.70198,144.92166,173.0,627.0,1,0
1,3,2.0,6.5,-37.7515,144.9857,97.0,397.0,1,0
1,3,1.0,4.6,-37.814,145.0212,130.0,342.0,1,0
1,3,2.0,10.7,-37.9084,145.0118,160.0,119.0,0,1
1,5,3.0,9.0,-37.7793,145.0654,250.0,826.0,1,0
3,2,2.0,6.4,-37.7881,144.8838,80.0,65.0,0,1
3,3,2.0,11.2,-37.7132,145.0075,186.0,267.0,0,1
1,4,2.0,9.2,-37.7856,145.0918,185.0,673.0,1,0
1,5,3.0,5.9,-37.7822,144.9065,274.0,468.0,1,0
1,4,2.0,4.6,-37.839,145.0418,158.0,601.0,1,0
3,2,1.0,5.2,-37.75948,144.94758000000004,60.0,54.0,0,1
3,3,1.0,7.7,-37.8282,144.8856,131.0,274.0,1,0
3,4,1.0,12.6,-37.7945,144.8267,106.0,603.0,1,0
3,4,1.0,8.4,-37.72879,144.98538,140.0,552.0,1,0
1,3,2.0,4.1,-37.8496,144.963,146.0,148.0,1,0
1,3,2.0,6.9,-37.7709,144.9334,111.0,214.0,0,1
1,2,1.0,3.8,-37.8395,144.9462,94.0,195.0,1,0
3,3,1.0,14.0,-37.74538,144.79216,116.0,582.0,1,0
1,3,3.0,4.5,-37.7664,144.9797,207.0,336.0,0,1
3,3,2.0,32.3,-38.00305,145.2729,167.87,604.0,0,1
3,3,1.0,8.2,-37.7922,144.8818,102.0,325.0,1,0
3,3,1.0,11.5,-37.7131,144.9091,90.0,220.0,0,1
3,2,1.0,14.5,-37.6909,144.9136,88.0,729.0,1,0
3,2,1.0,23.2,-37.83777,145.26345,76.0,418.0,0,1
3,4,2.0,39.0,-38.05614,145.38464,244.0,900.0,0,1
1,2,1.0,11.2,-37.8717,145.0399,102.0,310.0,1,0
3,3,1.0,7.8,-37.7539,144.9612,131.0,238.0,1,0
1,2,1.0,9.0,-37.8326,145.08100000000005,104.0,342.0,1,0
1,3,2.0,14.3,-37.78758,145.16792,170.0,646.0,0,1
3,4,2.0,23.0,-37.79725,145.29651,184.0,655.0,0,1
3,3,2.0,25.0,-37.85284,145.26942,138.0,723.0,0,1
1,3,2.0,3.5,-37.7839,144.9807,103.0,118.0,1,0
3,2,1.0,12.6,-37.7938,144.8321,77.0,204.0,1,0
1,3,2.0,13.8,-37.77,145.1025,175.0,751.0,0,1
1,4,3.0,11.2,-37.8742,145.0614,215.0,567.0,1,0
1,2,1.0,13.0,-37.9173,145.0359,88.0,677.0,0,1
1,3,2.0,11.2,-37.9082,144.9968,209.0,463.0,0,1
3,6,1.0,15.4,-37.83161,145.17555,140.0,704.0,1,0
3,2,1.0,16.1,-37.70681,145.11731,110.0,598.0,0,1
1,3,2.0,5.2,-37.7697,144.9649,152.0,122.0,0,1
3,3,1.0,31.7,-37.57282,144.70553,101.0,466.0,0,1
1,2,1.0,2.6,-37.8106,144.994,103.0,125.0,1,0
1,3,1.0,9.2,-37.8562,145.0864,138.0,732.0,1,0
1,3,2.0,2.1,-37.8346,144.9688,120.0,113.0,1,0
3,3,2.0,11.2,-37.7418,144.8833,151.0,202.0,0,1
1,3,2.0,8.2,-37.73415,144.91852,94.0,288.0,0,1
3,3,2.0,12.8,-37.77245,144.8001,112.0,739.0,0,1
1,3,1.0,11.2,-37.883,145.0791,170.0,840.0,1,0
1,4,2.0,11.2,-37.8822,145.0837,180.0,310.0,0,1
1,4,2.0,5.2,-37.76166,144.95065,184.0,372.0,1,0
3,2,1.0,8.5,-37.71865,144.95018000000005,88.3,129.0,0,1
3,3,1.0,10.5,-37.7574,144.8574,99.0,585.0,1,0
1,4,1.0,9.7,-37.8039,145.0631,291.0,739.0,1,0
3,3,1.0,13.1,-37.71193,144.974,141.0,621.0,1,0
3,3,1.0,8.8,-37.7373,144.9864,145.0,624.0,1,0
1,4,3.0,2.6,-37.8152,144.9922,241.0,544.0,1,0
3,3,1.0,17.2,-37.8135,145.19972,110.0,208.0,0,1
3,3,2.0,5.2,-37.76545,144.94442,126.0,413.0,1,0
3,4,2.0,8.7,-37.7817,144.8916,231.0,215.0,0,1
1,5,3.0,10.7,-37.9057,145.0101,271.0,583.0,0,1
3,3,1.0,11.2,-37.71051,144.90925,152.0,746.0,1,0
1,3,1.0,5.2,-37.7746,144.9697,100.0,216.0,1,0
3,3,1.0,13.5,-37.8003,144.8097,106.0,836.0,0,1
3,4,2.0,10.5,-37.7573,144.8534,150.0,589.0,0,1
1,2,1.0,5.2,-37.75867,144.95678999999996,52.0,69.0,0,1
3,3,1.0,9.5,-37.76063,144.8603,110.0,582.0,0,1
1,4,2.0,5.8,-37.7749,145.0242,226.0,490.0,0,1
3,3,2.0,3.4,-37.79496,144.92659,122.0,223.0,1,0
1,2,1.0,7.2,-37.88295,145.00083,92.0,538.0,0,1
3,2,2.0,24.8,-37.87275,145.26325,120.0,306.0,0,1
3,4,1.0,8.2,-37.7969,144.8647,143.0,528.0,1,0
1,3,1.0,5.9,-37.7756,144.9148,155.0,450.0,1,0
3,4,2.0,17.9,-37.65898,145.08245,231.0,609.0,0,1
3,4,3.0,6.3,-37.81961,144.88132,176.0,234.0,0,1
3,2,1.0,11.2,-37.7174,145.0016,62.0,87.0,0,1
1,4,2.0,12.3,-37.90821,145.09313999999995,193.0,592.0,1,0
3,4,2.0,3.4,-37.7916,144.92855,96.0,199.0,0,1
3,4,2.0,6.7,-37.7505,144.97648999999996,155.0,430.0,1,0
1,5,1.0,3.8,-37.8407,144.9424,173.0,350.0,1,0
1,3,2.0,8.0,-37.8664,144.9072,139.0,185.0,1,0
1,2,1.0,13.9,-37.9223,145.0747,150.0,265.0,1,0
1,3,2.0,4.6,-37.84969,145.00056999999995,147.0,15.0,0,1
1,3,1.0,5.2,-37.77694,144.96669,182.0,479.0,1,0
1,3,3.0,4.3,-37.77206,144.90397,218.0,382.0,0,1
3,3,1.0,10.5,-37.77917,144.82223,142.0,423.0,1,0
3,8,4.0,10.5,-37.7426,145.048,115.0,638.0,1,0
1,4,2.0,13.4,-37.8051,145.14351000000005,161.0,580.0,0,1
1,4,2.0,5.6,-37.8125,145.043,183.0,364.0,1,0
3,2,1.0,13.0,-37.7117,144.9135,91.0,253.0,0,1
3,3,2.0,8.9,-37.857,144.8846,141.0,146.0,0,1
3,4,2.0,4.3,-37.77961,144.88586999999995,174.0,650.0,0,1
3,2,1.0,6.3,-37.81133,144.89553,80.0,80.0,0,1
3,3,2.0,23.2,-37.83909,145.26075,125.0,187.0,0,1
1,3,2.0,7.9,-37.7817,145.0391,215.0,618.0,1,0
3,4,2.0,7.8,-37.8066,144.8811,109.0,343.0,1,0
3,3,2.0,5.9,-37.7519,144.9324,155.0,262.0,0,1
3,4,3.0,17.4,-37.65155,144.91912,122.0,653.0,0,1
1,2,2.0,2.1,-37.839,144.94799999999995,79.0,131.0,1,0
3,2,1.0,20.5,-37.6522,145.09261,131.0,305.0,0,1
1,3,1.0,18.8,-37.9128,145.16152,168.0,727.0,0,1
3,3,2.0,20.4,-37.64297,144.88796000000005,154.0,711.0,0,1
1,4,3.0,10.7,-37.9075,145.0248,212.0,598.0,1,0
1,3,1.0,12.4,-37.79436,145.13869,127.0,647.0,0,1
3,3,2.0,10.5,-37.7424,145.0519,118.0,215.0,0,1
1,2,1.0,4.5,-37.8501,144.9995,108.0,222.0,1,0
3,5,1.0,5.2,-37.77242,144.94458,202.0,441.0,1,0
1,3,1.0,5.2,-37.7626,144.9535,89.0,384.0,1,0
3,3,1.0,17.2,-37.82583,145.20608,138.0,608.0,0,1
1,4,2.0,5.0,-37.86569,144.97919,265.0,324.0,1,0
3,2,1.0,14.9,-37.7118,145.088,114.0,605.0,1,0
1,3,2.0,2.4,-37.82146,145.00203,110.0,105.0,0,1
3,3,2.0,6.4,-37.78538,144.87958999999995,125.0,147.0,0,1
3,4,2.0,6.6,-37.8047,144.8948,127.0,149.0,1,0
3,3,2.0,12.4,-37.7109,144.9654,138.0,738.0,0,1
3,2,1.0,11.2,-37.7101,145.0223,62.0,117.0,0,1
1,2,1.0,7.5,-37.844,145.0496,99.0,150.0,0,1
3,3,1.0,12.1,-37.69669,145.04515,106.0,532.0,0,1
1,4,2.0,13.8,-37.7646,145.1167,158.0,681.0,0,1
3,3,1.0,14.0,-37.73074,144.78925,110.0,614.0,0,1
1,3,2.0,11.8,-37.8986,145.0359,150.0,650.0,1,0
1,3,2.0,13.8,-37.91068,145.06802,197.0,614.0,1,0
3,3,2.0,11.1,-37.8318,144.8388,130.0,555.0,1,0
1,3,1.0,4.5,-37.8467,144.9894,124.0,231.0,1,0
3,3,2.0,22.2,-37.98086,145.11993,134.0,539.0,0,1
1,4,2.0,5.7,-37.77227,145.0284,184.0,580.0,1,0
3,2,1.0,10.5,-37.7428,145.0511,84.0,263.0,0,1
3,3,1.0,12.3,-37.89941,145.11523,90.0,211.0,0,1
3,3,1.0,11.2,-37.7258,145.0129,118.0,563.0,1,0
1,3,1.0,13.0,-37.9282,145.0367,108.0,632.0,1,0
1,3,1.0,5.4,-37.79893,145.04266,113.0,404.0,1,0
1,3,3.0,3.4,-37.7946,144.9989,119.0,67.0,0,1
1,5,4.0,9.2,-37.802,145.0797,154.0,624.0,0,1
1,3,1.0,11.7,-37.8489,145.1093,136.0,667.0,1,0
1,3,1.0,4.1,-37.8474,144.9582,125.0,217.0,1,0
3,3,1.0,14.6,-37.9369,145.0578,114.0,698.0,1,0
1,4,3.0,5.2,-37.7624,144.9671,209.0,365.0,1,0
3,3,2.0,18.0,-37.7143,144.77096,153.0,543.0,0,1
3,3,1.0,8.8,-37.7511,144.9907,189.0,487.0,1,0
3,3,1.0,11.2,-37.7099,144.9938,114.0,620.0,1,0
3,3,1.0,13.0,-37.7098,144.9163,99.0,187.0,0,1
3,4,2.0,7.7,-37.8284,144.8861,158.0,389.0,0,1
3,2,1.0,6.2,-37.84332,144.87718,98.0,343.0,0,1
3,3,2.0,31.7,-37.57686,144.71023,140.0,600.0,0,1
3,3,1.0,8.8,-37.7419,145.0049,141.0,644.0,0,1
1,4,2.0,7.2,-37.88014,144.99347,174.0,558.0,1,0
3,5,6.0,27.0,-38.04105,145.1216,178.0,900.0,1,0
1,3,2.0,4.6,-37.8503,145.0292,220.0,294.0,0,1
1,5,2.0,5.6,-37.8044,145.0386,237.0,534.0,1,0
1,4,2.0,13.0,-37.9002,145.0773,180.0,545.0,1,0
3,2,2.0,8.8,-37.7481,145.0017,138.0,415.0,1,0
1,2,1.0,5.5,-37.7663,145.0009,92.0,225.0,1,0
3,3,1.0,11.2,-37.7092,145.0274,97.0,172.0,0,1
1,2,1.0,5.2,-37.76806,144.9598,90.0,140.0,1,0
3,4,2.0,8.7,-37.774,144.877,245.0,452.0,0,1
1,2,1.0,4.1,-37.8474,144.9625,58.0,760.0,1,0
1,3,2.0,11.4,-37.8933,145.0546,223.0,325.0,0,1
1,4,2.0,7.8,-37.8269,145.0661,251.0,790.0,1,0
3,2,1.0,8.2,-37.8079,144.8684,82.0,781.0,0,1
3,4,2.0,31.7,-37.67277,144.59643,141.0,685.0,0,1
3,5,2.0,15.0,-37.7327,145.0804,232.0,627.0,1,0
1,3,1.0,3.5,-37.83452,144.93586000000005,151.0,293.0,1,0
3,3,1.0,16.3,-37.6591,145.00548999999995,140.0,640.0,0,1
3,3,2.0,11.2,-37.7257,145.0243,146.0,215.0,0,1
3,2,1.0,11.5,-37.7232,144.9154,113.0,118.0,0,1
3,3,2.0,7.8,-37.7471,144.9579,230.0,407.0,1,0
1,2,1.0,5.2,-37.775,144.9536,103.0,246.0,1,0
1,3,1.0,1.8,-37.79074,144.94324,147.0,170.0,0,1
1,3,1.0,9.2,-37.7956,145.0829,90.0,722.0,1,0
3,3,2.0,14.5,-37.72465,144.8359,225.0,725.0,0,1
1,3,1.0,12.1,-37.8991,145.0686,163.0,618.0,1,0
3,4,2.0,31.7,-37.67815,144.58355,163.0,590.0,0,1
3,4,2.0,35.2,-38.03296,145.33438999999996,180.0,792.0,0,1
3,2,1.0,8.8,-37.7442,145.0168,106.0,220.0,0,1
3,4,2.0,6.7,-37.74892,144.95758999999995,165.0,426.0,1,0
1,2,2.0,13.9,-37.908,145.0716,118.0,298.0,0,1
3,3,1.0,6.4,-37.7951,144.8901,101.0,267.0,1,0
1,3,1.0,6.9,-37.7658,144.9077,107.0,328.0,1,0
3,3,1.0,9.2,-37.7808,144.8678,128.0,576.0,0,1
1,3,1.0,2.1,-37.8374,144.9495,104.0,149.0,1,0
3,2,1.0,8.4,-37.845,144.8873,140.0,144.0,0,1
1,4,2.0,9.3,-37.8887,145.0318,165.0,216.0,0,1
3,2,1.0,11.2,-37.7177,144.9917,70.0,149.0,0,1
3,3,1.0,11.2,-37.70768,144.92586,135.0,650.0,1,0
1,4,2.0,7.9,-37.7565,145.0506,217.0,694.0,1,0
3,2,1.0,9.9,-37.7306,144.9357,95.0,587.0,1,0
1,4,1.0,6.2,-37.76421,144.90571,152.0,478.0,1,0
1,2,1.0,21.5,-37.99482,145.08459,120.0,772.0,1,0
3,1,1.0,8.8,-37.7316,145.0201,65.0,896.0,0,1
1,3,3.0,10.7,-37.91,145.0113,228.0,435.0,1,0
3,3,2.0,19.6,-37.64463,145.04155,117.0,553.0,0,1
3,3,1.0,6.3,-37.81183,144.88568999999995,144.0,433.0,1,0
3,4,3.0,13.0,-37.7111,144.9275,192.0,693.0,0,1
3,3,1.0,10.5,-37.7677,144.8674,118.0,593.0,0,1
1,3,2.0,10.1,-37.90092,145.04924,132.0,750.0,0,1
3,3,2.0,19.6,-37.64372,145.03761,148.0,535.0,0,1
1,3,1.0,9.3,-37.8893,145.0196,123.0,312.0,1,0
3,4,2.0,18.0,-37.69655,144.75538,196.0,661.0,0,1
3,3,1.0,34.9,-38.10429,145.17178,104.0,474.0,0,1
3,3,1.0,38.0,-38.16492,145.12656,174.0,786.0,1,0
3,3,2.0,18.0,-37.68381,144.73331000000005,193.0,666.0,0,1
1,2,1.0,6.5,-37.7629,145.0165,132.0,330.0,1,0
3,2,1.0,1.6,-37.7953,144.9882,80.0,130.0,1,0
1,3,3.0,17.3,-37.98453,145.02659,203.0,252.0,0,1
1,3,3.0,5.9,-37.7727,144.9136,127.0,491.0,1,0
3,4,2.0,15.4,-37.80864,145.17161000000004,216.0,697.0,0,1
1,3,2.0,11.7,-37.8603,145.0979,179.3,862.0,1,0
1,3,2.0,5.3,-37.81442,145.01531,109.5,109.0,0,1
3,4,2.0,6.7,-37.72165,144.95853,145.0,500.0,1,0
1,4,3.0,9.2,-37.7987,145.0788,200.0,362.0,0,1
3,3,1.0,26.0,-37.79682,145.30467,130.0,837.0,1,0
1,4,2.0,15.2,-37.95326,145.01779,166.0,604.0,1,0
3,3,1.0,7.0,-37.82,144.891,82.0,138.0,1,0
1,4,2.0,3.3,-37.8447,144.9523,180.0,153.0,1,0
3,4,2.0,12.1,-37.7062,144.9387,161.0,462.0,0,1
3,2,1.0,12.6,-37.7795,144.8432,80.0,225.0,0,1
1,4,2.0,9.3,-37.9012,145.035,215.0,641.0,0,1
3,4,2.0,9.9,-37.7236,144.9347,281.0,559.0,0,1
3,2,1.0,9.9,-37.7209,144.93,109.0,147.0,0,1
3,3,2.0,8.4,-37.8438,144.8806,190.0,487.0,0,1
1,4,2.0,13.9,-37.9351,145.0572,219.0,592.0,0,1
3,3,1.0,7.8,-37.7493,144.97799999999995,130.0,563.0,1,0
3,5,2.0,12.1,-37.69264,145.0799,268.0,627.0,0,1
1,3,2.0,9.2,-37.8501,145.059,157.0,745.0,1,0
3,2,1.0,9.9,-37.717,144.9509,95.0,590.0,1,0
1,3,2.0,2.5,-37.8093,144.9944,150.0,134.0,1,0
1,2,1.0,3.3,-37.8387,144.9519,68.0,79.0,1,0
3,3,1.0,7.8,-37.735,144.9558,100.0,371.0,0,1
1,3,2.0,2.5,-37.797,144.9957,114.0,92.0,1,0
3,4,3.0,14.7,-37.85298,145.23935,176.0,534.0,0,1
3,3,1.0,9.9,-37.7269,144.9447,103.0,406.0,1,0
3,3,2.0,8.8,-37.7287,144.9869,115.0,185.0,0,1
3,3,1.0,12.9,-37.69423,144.88002,102.0,607.0,0,1
1,3,1.0,14.0,-37.9109,145.0995,140.0,691.0,1,0
1,2,1.0,6.9,-37.773,144.9335,95.0,345.0,1,0
1,3,2.0,13.9,-37.7863,145.106,106.0,118.0,0,1
1,3,1.0,18.8,-37.93271,145.17792,107.0,656.0,0,1
3,3,2.0,14.7,-37.87975,144.66459,116.0,557.0,0,1
1,2,2.0,5.1,-37.8543,144.9939,122.0,521.0,0,1
3,4,1.0,8.8,-37.743,144.9914,160.0,560.0,0,1
1,4,3.0,9.2,-37.8581,145.078,266.0,650.0,1,0
1,4,1.0,13.9,-37.9193,145.0691,160.0,610.0,1,0
3,3,1.0,9.2,-37.7236,144.9576,105.0,499.0,0,1
3,3,1.0,15.5,-37.87019,144.7843,107.0,466.0,0,1
3,3,1.0,14.0,-37.68908,144.9116,87.0,622.0,1,0
3,4,1.0,12.1,-37.68238,145.06432,130.0,542.0,0,1
1,4,2.0,10.5,-37.90034,144.99608999999995,202.0,700.0,1,0
3,4,1.0,13.8,-37.8658,144.8155,130.0,745.0,1,0
1,3,1.0,13.1,-37.8235,145.1276,106.0,664.0,1,0
1,3,2.0,7.8,-37.76538,145.04963999999995,128.0,334.0,0,1
